name	batch01_QC01	batch01_QC02	batch01_QC03	batch01_C05	batch01_S07	batch01_C10	batch01_QC04	batch01_S01	batch01_C03	batch01_S05	batch01_C07	batch01_S06	batch01_QC05	batch01_C08	batch01_C06	batch01_S02	batch01_S09	batch01_QC06	batch01_S04	batch01_C04	batch01_S10	batch01_C09	batch01_QC07	batch02_C05	batch02_S03	batch02_S07	batch02_C01	batch02_C10	batch02_QC08	batch02_S01	batch02_C03	batch02_S05	batch02_C07	batch02_S06	batch02_QC09	batch02_C08	batch02_C06	batch02_S02	batch02_S09	batch02_C02	batch02_QC10	batch02_S04	batch02_S08	batch02_C04	batch02_S10	batch02_C09	batch02_QC11	batch03_C05	batch03_S03	batch03_S07	batch03_C01	batch03_C10	batch03_QC12	batch03_S01	batch03_C03	batch03_S05	batch03_C07	batch03_S06	batch03_QC13	batch03_C08	batch03_C06	batch03_S02	batch03_S09	batch03_C02	batch03_QC14	batch03_S04	batch03_S08	batch03_C04	batch03_S10	batch03_C09	batch03_QC15	batch04_C05	batch04_S03	batch04_S07	batch04_C01	batch04_QC16	batch04_S01	batch04_S05	batch04_C07	batch04_S06	batch04_QC17	batch04_C08	batch04_C06	batch04_S02	batch04_S09	batch04_C02	batch04_QC18	batch04_S08	batch04_C04	batch04_S10	batch04_QC19	batch05_QC20	batch05_S03	batch05_S07	batch05_C01	batch05_C10	batch05_QC21	batch05_S01	batch05_C03	batch05_C07	batch05_QC22	batch05_C06	batch05_C02	batch05_QC23	batch05_S04	batch05_S08	batch05_C04	batch05_QC24	batch06_QC25	batch06_S03	batch06_C10	batch06_QC26	batch06_S01	batch06_C03	batch06_S05	batch06_C07	batch06_S06	batch06_QC27	batch06_C08	batch06_C06	batch06_S02	batch06_C02	batch06_QC28	batch06_S04	batch06_S08	batch06_C04	batch06_C09	batch06_QC29	batch07_QC30	batch07_C05	batch07_S03	batch07_S07	batch07_C01	batch07_C10	batch07_QC31	batch07_C03	batch07_S05	batch07_C07	batch07_S06	batch07_QC32	batch07_C08	batch07_S02	batch07_S09	batch07_C02	batch07_QC33	batch07_S04	batch07_S08	batch07_S10	batch07_C09	batch07_QC34	batch08_C05	batch08_S03	batch08_S07	batch08_C01	batch08_C10	batch08_QC36	batch08_S01	batch08_C03	batch08_S05	batch08_C07	batch08_S06	batch08_QC37	batch08_C08	batch08_S02	batch08_S09	batch08_QC38	batch08_S04	batch08_S08	batch08_C04	batch08_S10	batch08_C09	batch08_QC39
161.09207	7978.8	5706.3	10462	11223	8514.2	7939.2	11018	7724.3	7075.8	10110	7159.3	10728	9526.1	8840.9	8283.2	9496.5	7799.1	8220.8	9092.8	9783.1	10314	11039	8884.2	12555	7501	9842.7	5189.4	11029	4292.7	5860.5	6327.1	6638.5	10413	9672.3	5288.9	9049	9891.3	9162	7296.2	6490.1	9739.9	9091.9	13244	9326.5	10081	10827	8157.8	14232	11321	10682	9442.8	12022	9582.4	10315	9040.6	11611	10276	5817.2	8117.1	8637.4	8159.5	9367.8	12164	0	8275.6	13239	9750.7	8156.2	12395	12982	9538	11645	8511.1	9343.3	6165.9	9764	8191.1	9747.8	11613	12340	11669	13241	8697.6	10832	12652	10054	11371	12117	9964	13663	11217	6331.5	4944.4	6723	0	8122.7	6835.5	0	0	9189.3	8278.8	8411	4621.5	6719.8	4201.6	9334.9	9139.3	8055.8	10431	7211.1	6907.7	5537.5	7619.7	7194.3	5036.7	12437	6379.9	7341.5	7985.6	4669.7	6349.1	8697.5	5487	8764.6	0	10118	8252.5	12117	5428.8	15642	0	0	0	0	6311.7	0	5053.7	9020.2	7659.2	0	0	5177.4	9851.1	0	0	0	8261.8	5785.5	9213.1	0	11743	0	5189.4	0	7810.2	0	0	0	6618.5	6899.3	0	6737.3	0	0	10093	7123.1	6347.3	5841.1	5008	8850.3	10928	7811.6
244.97342	18172	20230	15884	15552	13946	18502	18998	18993	19866	12927	18205	27799	16729	34157	15326	10746	22376	18571	15826	23003	10325	20514	14530	19369	22970	12067	21884	23086	20710	15898	13952	12638	13772	25464	36634	28373	21760	19825	31772	22255	15736	20367	29286	25983	23720	27621	14434	21564	14171	16411	19483	20507	33139	18287	21330	19372	29428	24683	24154	43010	19646	20636	26436	27877	17781	21410	22992	15462	21357	26562	19921	17729	21477	23685	18588	17701	12331	16276	16881	22990	26897	43983	17757	25721	22070	17906	23451	20372	25107	18588	21769	20943	16025	23027	17073	26343	21646	13683	17718	28100	23177	15014	18241	17346	43665	15897	26216	22041	15450	24742	10870	15855	13531	14651	18524	18344	22651	24304	16955	14566	10890	23680	20230	17511	0	16975	24299	19956	19142	29396	14100	16242	17162	49771	13077	17771	9195.7	13459	19831	20953	34397	16215	13737	12849	14149	16305	0	20473	12285	14922	10410	28556	20749	17935	11442	15336	19358	17587	14961	16137	15423	14796	15784	9412.8	9072.5	14798	15114	9538.1	11450	24252	9869.5	15148
455.075	52172	47375	53028	8173.5	66362	20622	51169	80996	28091	74890	30467	71686	47868	35454	31033	49872	83341	52360	39248	4677.4	72977	41416	49352	10105	68079	61931	36767	21445	51943	84505	29157	56584	25326	63498	50266	34279	35000	49565	83516	35702	56611	41801	52532	12590	78782	34226	46520	6748.7	63409	58261	32140	19731	53799	81866	33424	56712	27358	92329	50907	44155	34344	52104	92653	49042	46556	32920	42954	16657	54500	32576	50114	7445.5	52911	54247	30256	55556	79941	66624	32232	57202	50745	25219	33812	46191	84711	42903	50540	43725	11491	62235	48249	54488	62153	50466	30917	21797	61324	79739	5752.8	36331	55283	30939	41664	55859	35783	53595	4019	57577	55344	79782	22519	61625	67435	33074	78760	28092	106690	50669	51601	30389	45980	26476	54761	34660	43401	8013.2	38388	59926	49336	13251	68085	43462	28996	21563	43599	37710	61355	21605	78344	47935	44221	36750	38686	41257	53535	29125	41278	64947	37660	46088	8942.9	49242	51060	35781	17449	47705	75485	36443	54900	24582	76924	53478	47378	45947	83847	53678	34276	34982	12260	58640	38526	52010
159.01385	183080	197440	136290	125760	128660	188310	144500	120240	134750	238270	191480	176890	163870	201870	172100	142840	154120	164610	136530	126340	152150	198310	168650	128530	149820	100040	142540	191330	179170	138900	167710	147840	128030	190390	168210	192870	182290	153930	121710	132900	163890	134540	151560	130560	167210	186040	178460	141820	153040	132980	133760	178470	149340	134850	135560	135960	195830	187900	152790	194770	178110	136100	191280	164750	155170	130130	159590	146220	146110	194980	156440	149700	130890	127590	158800	192060	139200	123820	176760	146660	141140	199650	154090	129250	164750	155300	193710	130030	140060	129690	218860	147820	151460	134980	121910	165670	155050	83027	157780	272840	129630	169500	107690	131680	151400	157710	133350	131400	145900	125470	105080	185430	186560	198550	183860	161610	207950	168250	207430	96213	81006	115140	119440	116410	41528	232330	197280	163640	182750	209320	169410	136210	142220	171020	152600	167070	160230	178930	184600	171450	201130	149760	166470	163030	159170	135670	136910	136400	170100	156240	143200	148860	147420	159990	126180	120950	127080	137630	129810	146550	159390	142820	148630	135010	167660	148250	108950	146300	154880	133450	192630	171020
112.0523	375390	385970	355470	76570	249370	718360	371270	184000	443040	274720	693370	338820	393900	525170	682750	259800	155820	380830	275850	482930	54721	392260	332750	78867	237640	216670	757710	682590	323760	198890	468880	267420	658120	323770	385450	532600	574890	239590	172350	413490	361400	298320	347630	525540	39373	455550	363050	75678	309240	244960	766990	741360	354850	181160	475030	282900	685420	335700	406270	596400	721250	289550	204160	503660	336010	314690	366990	489320	58109	474320	381090	82727	268700	220330	728610	405690	197630	329930	721790	336390	393530	503530	748440	254730	215460	481540	341540	365860	532900	54722	386050	410500	277530	259060	716850	719860	376330	233080	587170	772590	368210	721950	475190	364060	267820	330160	455820	376860	323370	284240	789980	317400	200500	415240	256630	591870	293880	303750	547130	671070	283350	419790	338990	259760	372100	458440	497050	343930	71254	14931	46540	38224	94336	110850	63618	90068	42337	88868	44441	58650	120860	49108	34176	77963	71664	39794	61455	11636	85538	69213	13624	45592	38837	99185	144840	97898	46226	113520	62028	135500	58956	91860	112170	55775	39625	74863	51610	63107	88918	12046	85906	75748
283.01892	39811	47522	45802	122950	83712	54724	36631	101860	28499	93355	37351	82207	42119	67382	65750	93398	99996	37610	102530	38630	129170	97763	33080	111020	114320	112570	20106	78597	36027	84158	23983	87966	44805	69618	26084	66979	50534	96646	102200	50537	32209	85855	136710	36353	142970	93471	33981	89395	83246	94532	19827	75423	37166	110590	22756	125500	31163	46009	35432	47736	48074	96362	113940	39580	32768	79451	93188	26657	118980	103510	31244	92357	170980	96565	18024	26814	96469	100930	29397	78376	33194	103710	58285	111520	68143	37387	25546	107660	35564	174640	23833	23346	102920	84624	12364	56151	26816	65526	15221	21336	23944	63199	36057	26648	71979	129570	41451	27911	24467	64532	28218	26862	113540	27458	83836	37882	54957	33752	50277	19740	53759	24239	24221	105560	30289	55882	64807	24289	145130	366330	236680	217250	53042	198970	155760	55758	199850	67742	159380	128090	137980	205710	237270	104150	152030	173350	249260	218590	213020	125160	215970	234400	196130	33050	192000	125430	203220	52004	188130	88660	148950	146000	122540	181620	185860	115030	221460	239020	65867	240100	149120	137880
73.05853	12046	11440	13487	6856.4	5351.6	0	12388	6851.8	9917	6443.4	13810	7259.7	12549	15843	13420	8014	6835.8	11861	6381	13064	0	14979	12879	10186	6027.4	7142.8	25449	17271	13301	7760.4	12293	8373.5	19708	9075	12550	13426	0	5275	7384.4	0	11710	8438.2	7734.5	13676	3416.5	16060	12241	8633.7	6481.1	7576	27588	0	13511	7254.6	12498	7740.1	14749	7470.3	12592	0	17092	6701.4	6257.4	0	0	6279.8	9063.4	13368	3089.9	14808	12858	7538	7310.2	5806.3	27157	0	8213.5	8412.4	0	8708.3	15074	15300	0	6854.7	7813.6	0	12030	7717.1	13486	3314.7	11704	9497.4	6615.9	6906.7	25789	0	8330.6	6305.8	11221	14709	10603	0	0	8516.3	5890.8	8337.6	0	8920.5	10367	5804.9	20122	7802.8	5756	14307	9531.8	14955	9732.9	11623	0	0	6547.1	0	10305	7787.7	8948.1	16646	16742	10238	15787	12366	9703.4	8840.1	31215	27545	16755	19811	12547	24782	12512	15928	20745	10657	9746.4	28070	15701	11038	15031	0	20941	17442	14114	9907.5	6968	35196	28133	16756	8298.4	19618	11341	22429	12655	15017	23870	10821	11806	17902	11944	13900	22195	0	21754	16436
187.62759	54884	56832	48358	77465	14199	103620	52952	15587	46949	22340	57733	26851	56712	31118	83932	17359	14060	59737	13559	134510	17794	49505	37138	74166	18710	16549	78674	97074	40531	14016	44949	15593	76113	19325	46196	40039	57238	12902	21141	91105	45417	14297	27633	96448	14062	63313	59110	72278	21373	15382	65164	117400	53876	13397	50554	14531	58736	14818	59213	28664	76211	18331	24915	79517	40463	14035	23264	109660	26608	63005	51388	67521	21103	12215	78368	44039	13888	17981	65484	22917	49631	32619	71311	18611	25838	65638	60677	23224	85158	23886	54727	61538	16794	18798	76780	86797	63678	23787	58300	75054	57771	68735	73725	57972	12317	25743	110300	62802	54498	23819	145510	52202	16983	26971	15652	51281	22397	71728	29700	69356	16269	71422	50266	13464	25210	75458	63359	66444	31667	68220	16911	7158.2	57857	89332	38864	38426	12241	33843	12536	25629	19940	7658.4	14308	49575	39537	6619.2	19156	10216	41388	29381	45204	15603	14165	50680	74445	38516	9191.5	25765	10856	48226	8824.7	44083	21526	11448	15198	33470	13406	16587	65571	15874	24229	39523
218.18628	1455100	1334300	1106500	1030200	1064800	791120	765220	848030	590600	1243400	456300	915460	925650	317400	941930	1249000	1434600	883780	872180	872900	1402500	627710	684820	912080	821160	850250	678840	742460	691200	678230	533990	866550	416390	754970	847950	340440	615460	899470	1390900	502270	825460	982610	1407000	786770	1095200	782600	792030	869240	1074800	931210	623190	777580	922200	651930	569310	786690	402800	859410	842270	299310	658850	866320	2627700	574800	720760	999570	1239000	853720	1757300	691620	737940	921780	730330	907470	593660	981010	635180	1036100	453350	655620	826730	260550	714850	790870	2456800	516210	1016000	1210400	760660	1385300	888480	869020	711090	967440	639870	666890	1018800	677710	721190	473850	712830	576230	413210	738650	839890	1022900	662790	728490	922140	993490	988630	785360	654060	400650	959040	335480	725540	778340	239190	607140	771920	442000	736620	640910	1214800	641280	721980	721870	509510	576920	604370	579860	429700	479400	484790	398420	637030	254700	513150	504330	177830	458630	1086300	339160	523070	600180	669090	739410	546530	537840	487970	491610	644480	494730	382740	549870	534400	397400	702640	257250	501240	551320	178200	490760	1101400	519090	454280	745640	578120	955200	506750	557030
525.36506	0	0	13229	42025	34164	30190	0	39558	31263	0	26558	45522	9456.9	34606	32225	25293	34223	8746	31139	35675	23638	59210	0	37192	21395	24156	0	28172	0	18337	16064	30042	26875	25915	8719.1	22530	35639	24929	27965	23515	0	18436	41171	42885	39544	41298	0	28203	24883	22150	32233	29718	0	40544	18600	25449	25864	24832	0	25801	21377	25936	42537	15021	13808	23390	31194	41569	33544	46356	0	33391	28474	32792	32880	11082	38099	20592	19684	35358	0	39418	31672	28593	33900	24721	0	32813	38032	44900	0	0	49942	32822	42420	35162	0	74093	38374	34380	0	47007	45116	0	36700	58339	50181	0	0	54469	50574	0	36541	24876	41557	34424	52919	0	42758	60248	52097	39499	0	42690	0	32095	88467	0	0	72434	40018	60407	58434	44110	0	32354	50477	39271	60163	0	42059	39250	65585	42237	0	33215	44893	59643	82284	0	59899	59158	55756	41870	45332	0	55090	38245	47878	46765	43508	0	38050	0	56320	25935	42409	48710	47220	52368	74003	16528
380.00223	8834.5	12308	11017	0	16730	8143.7	11118	10458	12614	9505.8	11440	12584	11593	0	11690	15229	10804	9376.6	6434.2	9874.6	4862.4	0	13442	0	5688.6	8707.3	8730.1	11601	12304	10456	9437.1	7770.1	11657	13191	11921	5697.2	9744.2	13737	8480.8	5845.7	11854	8671	11578	7995.9	5315.7	0	10809	0	5917.1	13812	10736	5706.4	11227	11836	12174	9703.6	12153	21756	11049	6303.2	11457	18141	8474.4	6558	13092	6178.8	18850	7717.1	5326.3	0	10093	0	0	8930.5	0	10305	10020	9676.2	11738	16297	12303	0	12379	14424	12825	5809.8	9891.8	12592	8298.8	0	6735.9	14992	7084.3	10298	5624.1	12581	15066	9941.2	17360	0	16916	12246	8035.1	12097	9659.7	14736	11427	13927	14164	9056.2	13790	16409	7202.2	13483	9490.4	11526	16736	14829	0	21012	20733	7381.9	15375	6820.8	23015	9685.3	0	13425	14608	0	10214	11749	5165.4	0	13535	17145	14901	9565.5	12288	9718	6348.4	18050	11212	10346	14748	10784	13542	0	0	15469	0	11916	11015	6761.2	6739.2	12964	13415	15212	11782	5502.2	18488	10887	0	18133	13493	14387	9673.5	15612	14654	0	0	13807
192.91005	9828.7	6293.9	7894.8	9788	10263	14181	8006.3	5060.3	5784.7	7771.7	12207	5756	10186	6505.8	8627.6	9544.2	5620.5	7062.5	10286	11716	10048	9284.8	5900	5885	5062.4	5629.9	7523.4	9374.3	6855.6	8329.9	10576	0	9100.6	0	10818	6830.3	11551	8577.1	0	10581	9490.4	12217	5909.3	12363	9608.7	6950.3	5499.6	10314	0	8348	15058	8182.5	8652.2	5931.5	8697.6	0	14113	6529.5	6307.9	11580	11611	8469	5480.7	12626	7172.7	11164	11576	14628	6123	9717.5	7687.3	11554	7509.5	6046.4	10270	10758	0	8960.9	12433	4978.9	7772.8	9993.8	9368.8	6961	3966.6	7799.1	5615.6	7095.4	12182	8550.4	6980.1	5549.2	6201.2	3778.7	7709	8231.8	4959.9	0	6975.1	11518	0	9421.4	7866.9	0	5894.1	6827.4	10320	5488.8	4923.1	5142.5	6631	0	0	11113	0	5471.2	4016.3	0	9535.2	8576.3	5557.5	12164	5594	9498.3	0	16578	6027	0	10216	7655.6	0	0	6541.2	0	0	7642.5	0	14345	0	12957	7723.5	0	0	6750.3	5692	0	0	8423.3	7395.9	11531	7069.5	9338.8	6282.8	7796.7	9188.7	7115.2	9708	0	0	5566.4	0	7837.6	5522.1	7158.6	0	0	0	0	9480.9	0	9718.8	0
369.31122	0	0	0	195700	146700	190450	0	225280	199970	151720	207210	240780	68169	297740	264270	192170	205500	64003	174220	160560	194660	257270	68378	175950	197860	211920	221090	220010	63764	187490	187520	174550	215340	214230	0	248400	206940	150070	228750	195560	0	137280	180560	204510	298720	284830	0	164460	182180	146360	237710	187360	0	238470	187930	260490	193960	184280	0	194000	186280	177510	190280	190430	0	136020	148920	183000	209880	257110	0	155300	213440	180610	210990	0	184350	212410	192310	201570	0	611660	236090	194000	163040	212480	0	176920	186810	296280	67329	78986	214020	138270	180860	190950	0	173800	155250	170070	71566	289300	226350	0	127710	188600	243540	68683	0	174020	162030	67234	221510	248300	161350	201590	193870	83919	212050	167730	158660	186290	65162	131150	94798	203260	221050	73988	87949	231870	230000	230910	335670	329810	100010	206220	279180	287400	331920	89679	327420	215590	335200	269690	99727	206380	235540	293530	377140	95219	246300	382330	221170	220490	325230	87196	282180	247520	264640	303450	326220	96200	365140	276770	255400	82883	241160	251860	258460	329060	351740	86746
245.96823	113150	122330	115010	17531	107630	22197	120320	167690	82075	160360	41313	177220	117690	72516	63065	90042	216150	121470	92730	33061	163010	67765	117480	14636	124270	100790	65310	25920	117020	163430	79091	142450	36483	199330	108640	59111	72052	99406	200760	71834	123650	96306	133830	26716	154300	64930	119270	20063	109190	121380	63600	24181	114140	159300	76905	135630	45171	197750	116940	76922	68985	104720	221720	82485	116620	95715	126370	29939	120610	70967	118410	20216	110590	112500	70897	109370	165510	135860	51047	184950	110350	58215	67752	102700	212000	77280	117300	119990	31688	153590	117370	126270	111010	116160	70136	22474	126390	158600	89167	58952	123320	67131	73647	121650	100980	118290	29752	124150	98363	104920	21549	118250	172540	78798	163270	48756	211870	114490	71428	56383	84089	74322	110810	99063	96756	29829	73317	128060	89359	19439	101780	81898	62125	28071	100550	62784	94866	34467	129480	83220	38283	76404	160290	68151	94984	72493	89889	100830	51167	91443	15334	74959	92524	64595	20122	100820	129830	62420	95545	35624	125820	90587	48995	67216	163300	98661	84741	103640	25497	101870	55358	101480
168.00405	12019	8963.6	9368.7	8664.6	9520.8	13205	7594.9	10736	8620.1	12511	11078	7597.6	8847.4	10739	8071.7	9001.5	6224.7	8622.8	10997	12361	10973	8978.3	8799.9	9330.1	11345	9326.5	11709	15353	9156.6	8895.3	12654	9753.2	11653	9604.9	10230	8723.6	8571.4	12715	7542	10620	10142	9475.9	9986.1	13928	11073	10293	7618.3	10873	10597	12203	12558	15250	10503	11495	11310	11271	11519	10886	10244	11975	8861.7	11676	8476.3	8094.9	9179.1	10718	9907.7	11028	11656	10799	10700	10407	11511	12391	12320	9384.5	10530	11335	11809	10808	10555	10532	9284.2	9154.4	8837.1	9179	13018	11316	12370	8024.9	9492.5	7062.6	8352.6	11411	11392	13133	7992.2	9830.8	12698	11238	9010.4	11702	9101.3	8600.3	10572	10881	10582	9463.2	11299	11540	23012	10648	11455	12159	10280	13605	10118	8704.9	8732.4	11065	11830	9077.7	11803	9040.3	9843.6	12598	13615	9254.1	11180	7958.4	10027	14351	13249	13794	10074	10349	10048	11470	8409.4	12694	9047.5	9098.5	6844.3	10430	10174	7689.4	7381.6	9876.7	9751.9	7628.7	12744	7548	11732	18388	12773	7486.1	10967	13051	15085	14765	7229.2	11499	8349.4	11467	7900.3	7881	11163	7590.6	11300	11149	10132	13757
204.13419	17271	20249	17954	14452	23125	8398.6	16260	37315	5300.8	30846	10717	24439	18823	8613.4	8461.1	30166	23891	17811	32959	9579.6	54768	12474	16085	14758	46439	18558	4653.9	9907.2	17281	36894	3889.3	25428	14687	22335	16250	9741.5	8882	27369	22617	8459.1	16473	30989	24042	7140	49601	12751	18284	17350	51556	24846	11020	10269	17194	39571	7255	31133	14277	23041	18437	11387	6818.6	28588	24313	11528	17341	33871	26601	8161.2	55105	13601	16322	17058	48955	23876	11116	19887	39872	25429	16589	22565	18977	11223	5939.3	28426	25360	8877.7	22490	24988	8159.5	58804	18845	16691	53294	27997	8804.1	10344	19439	43084	6564.6	16714	20470	5221.7	10592	19804	37184	21535	4872.1	18941	17074	48715	11479	19487	41870	6296.5	30660	12413	24666	20415	7969.7	9712.6	27982	10006	18474	35995	22821	7631.1	16391	17654	15572	15798	38426	20306	12757	12594	16886	0	19892	13714	18788	13230	8558.2	22812	16122	0	12984	26837	20520	47664	11556	15872	17370	35888	21093	7779.2	7055.3	17235	33583	4885.6	24036	13912	20021	14019	0	23212	17987	13588	30159	21734	9513	50135	7870.5	16339
200.06832	2053800	1965100	1992600	2656000	2503600	2066600	1884400	1847800	2060800	1972700	2341500	1897500	2150400	1600500	1912000	1935500	1489400	2148500	2408200	1934800	2132400	1336800	2002000	2814100	1729500	1434700	3638100	2204900	1774100	2557000	2227700	1980000	2036000	2026700	2229700	1505600	1756200	1942300	1580500	2430000	2471400	3073800	1868000	2696000	1672000	1723600	2200600	2374200	2826700	2378100	3696700	2034300	2098600	2204200	2408600	1964800	2435400	2187300	2384000	1794000	1943000	2276100	1879400	2986500	2128200	2380700	2038700	2080000	1939200	1776600	2024000	2715900	1995900	2134900	2802600	2548800	2267400	2134700	2313700	1792400	2591600	1601500	2000400	1795300	1975500	2941100	2160700	2066900	2273400	2000400	2105900	1726500	1575200	2018600	3103900	1927500	1666500	2168800	2532900	2006200	1537900	1629900	2457000	1504600	1698900	1276100	1468300	1492600	1027500	1690600	2163400	1331000	1779000	1426100	1240400	1172800	1084100	1021100	1220300	1748900	1684000	2124200	1381900	1339000	2222900	1403900	1290400	1313300	989860	915230	1229200	1141400	1517800	1031700	900610	1566400	1124100	818360	969920	856790	1202300	902510	1001200	1648600	1165000	1395600	775600	861450	840830	960840	1206100	972450	1273300	1647600	855250	1140000	1260700	1479800	1124700	1104800	871990	1147100	846190	1055900	1019300	1152100	1160900	919360	1260600	1060000	853250	1254300
132.97201	42566	45082	44955	53218	32609	38276	45338	46405	35351	41815	56702	51307	46216	44359	36326	37482	80514	46696	34666	36843	47451	61083	43903	62724	38593	33235	26706	49751	46666	40706	31898	36664	57330	55181	44477	40373	39915	35525	84480	46544	46314	33308	76186	31532	46380	45851	45775	67365	35870	37291	28997	45646	43238	39490	35228	36342	61416	53509	45024	49252	52115	35312	100810	49183	49340	25860	76656	41904	52073	66368	53281	59324	39067	31351	40400	47475	50017	34544	58697	53057	43968	43969	49447	41046	78500	45770	48409	69852	38563	50221	54719	55250	44636	37785	35480	43208	47444	46009	38425	51404	46020	30601	38386	37665	25621	51169	22138	36413	36368	27187	27519	33278	25999	27402	24230	49562	53434	35225	34482	30264	28527	40520	30034	21946	73666	29799	33631	34989	28001	37976	27071	17295	14625	18544	32035	24060	15281	30858	29260	26643	23616	19636	73661	25440	28234	17628	45203	26510	33755	26372	24422	21585	15621	19523	18937	27674	28458	20894	21779	32262	45084	26661	19517	17758	40284	24530	17304	48583	19046	28769	36126	27755
224.0273	14161	13543	11904	12999	8356.4	11560	11720	6025.6	13706	7071.5	4286.6	13533	13766	11867	10012	7721.8	8051.1	10133	0	9845.6	6371.3	4743.6	7605.6	13327	6488.1	6119.4	9184.7	7357	8547.7	0	8864.8	8365.3	11083	9484.2	6364.7	11408	6442.3	4959.7	11343	6358	0	0	4689.3	6135.1	0	8373.6	6528	13697	0	0	0	9566.7	13336	7437.7	5588.3	5041.3	4011	0	7575.2	9130.6	6706.1	7506.6	13926	6403.1	7723.1	0	4109.2	0	0	3988.9	4225.8	8900.3	6378.7	0	4586.1	0	0	4768.6	0	7670.6	7487.1	11191	0	6975.5	6589.7	8398	0	0	6487.2	8671.5	5678.3	7533.6	4203.7	5383.1	0	5547.7	8889.1	5908.8	0	0	5519.9	3505	5125.9	8599.7	7081.7	4378.3	5853.9	10079	0	0	0	4851.7	4108.1	0	4772.7	5344.4	0	9397.8	9117.3	0	3753.7	7269.3	0	8888.2	0	5154.3	0	4487	51933	53239	37472	42434	78086	75549	56428	60257	33655	43305	54222	40803	74684	42633	59209	65684	54059	33927	50819	39800	39374	49480	43572	32323	42097	69614	66143	52542	36837	52687	32740	54505	45572	55867	65029	40166	58349	46708	32880	42616	52517	45464	28322	52902
477.11669	22080	18400	25741	31430	57404	53745	18254	55243	43823	40988	50760	32160	19213	28908	46088	55203	35606	22828	43668	23377	47784	36356	20669	39354	48641	58286	56399	51810	22819	46627	35921	42507	36592	24365	23708	38270	54322	49623	51694	51841	26546	51285	44155	42080	43051	32980	24652	40725	47518	57788	48186	57965	26564	51202	49186	41642	52524	39539	29338	52332	50998	69796	35894	49286	25862	44300	36531	45178	46477	29051	23303	31086	50269	41976	42898	23883	47311	54062	55104	32465	25123	21376	50969	55077	41280	51273	24362	36558	36644	55336	19348	42947	51071	44866	45324	68513	45921	71302	8641.6	49107	38693	46376	52232	41565	40867	43842	21873	47500	36978	70045	79683	36974	31215	33000	43961	51347	36830	44894	50167	75364	79118	35133	42604	38622	60936	16564	30007	41994	31972	24413	50173	40648	43895	34893	33800	48594	51034	22705	29956	21523	37048	43095	16996	46754	35558	28500	39270	46030	40897	33717	21278	35418	55698	45317	49116	37534	51494	46193	40080	26481	33920	40393	38951	50516	39644	37292	47485	38428	38956	44884	34962	37542
463.02619	27119	25315	27491	15343	10319	26300	26529	0	15043	11595	0	0	23524	32292	15275	0	10628	24081	5246.4	8700.1	18078	35564	27377	14620	16334	8026.1	4701.1	24954	25911	0	15950	15091	10687	13401	30415	31274	15818	12141	0	0	21663	10735	17407	0	12092	34358	27126	18051	14838	11334	0	27082	26604	0	17110	0	10070	12899	26739	38042	16865	11296	12577	4745.1	25560	8665.4	20030	7511.1	14481	34940	26044	17338	13172	4736.3	5751.1	23128	0	11616	9417.7	8176.4	25994	23540	14424	12161	16757	7362.1	23577	21552	9559.2	0	0	24630	16546	6664.5	5670.9	28177	26170	0	15574	8871.7	23847	17894	4263.9	24237	8179.5	17599	0	24993	23999	18172	31047	25372	0	17714	9388.2	8348.3	7048.4	23374	36604	22705	14345	9727.5	26515	12294	25016	5396.7	40531	24131	31312	15899	29620	0	0	28398	30273	19017	14873	11578	13988	31406	34412	13889	14561	5590.7	25545	10764	22733	10716	45217	31233	17166	9387.9	0	5461	26046	27552	0	19027	12020	13948	0	26669	44424	10057	0	28363	7373	27740	9793.6	16366	42299	27253
207.01269	31070	28678	34798	28460	38492	77042	32567	31077	42523	23748	47197	20045	33959	28365	23334	38889	32552	32077	41505	48699	34939	33230	45161	25632	33639	35310	58900	71671	42479	37005	49799	29886	49603	17970	36657	33423	22757	41701	26841	27323	42692	44463	27208	55469	32271	31894	33745	25751	31336	42958	69480	66755	40395	34238	52718	27791	45952	24622	42154	42629	20642	36702	19103	23238	50253	37313	32921	59252	28712	32716	40085	29021	35934	42150	60416	41004	41842	29688	44434	19996	44027	29146	23171	30808	30880	33926	36074	33229	55486	26509	37979	32711	38884	37518	66655	66415	34683	36707	49815	40245	42376	24244	36487	33761	35820	29333	35246	37769	32294	37533	81554	33886	32203	56341	29530	35639	22434	31683	42664	29710	41690	38521	45872	38730	35625	43981	32672	35613	45152	25488	32855	42895	59197	65482	34479	39273	30056	60221	30881	41360	44021	42782	21708	27370	40124	53353	28393	35268	37707	40016	33024	24859	38731	79857	67413	41901	30163	42439	31411	50317	31424	35852	36718	41189	22094	39918	46192	32108	72104	33572	40969	39318
